image_id,width,height,bbox,source
15939012,1024,1024,"[923.0, 964.0, 64.0, 59.0]",arvalis_3
15939012,1024,1024,"[186.0, 847.0, 62.0, 74.0]",arvalis_3
15939012,1024,1024,"[908.0, 540.0, 75.0, 97.0]",arvalis_3
15939012,1024,1024,"[727.0, 670.0, 81.0, 138.0]",arvalis_3
15939012,1024,1024,"[521.0, 352.0, 65.0, 117.0]",arvalis_3
15939012,1024,1024,"[66.0, 773.0, 85.0, 84.0]",arvalis_3
15939012,1024,1024,"[10.0, 963.0, 71.0, 59.0]",arvalis_3
15939012,1024,1024,"[207.0, 737.0, 88.0, 86.0]",arvalis_3
15939012,1024,1024,"[371.0, 729.0, 84.0, 72.0]",arvalis_3
15939012,1024,1024,"[610.0, 158.0, 64.0, 77.0]",arvalis_3
15939012,1024,1024,"[926.0, 289.0, 38.0, 66.0]",arvalis_3
15939012,1024,1024,"[563.0, 673.0, 71.0, 84.0]",arvalis_3
15939012,1024,1024,"[747.0, 376.0, 64.0, 84.0]",arvalis_3
15939012,1024,1024,"[158.0, 493.0, 48.0, 87.0]",arvalis_3
15939012,1024,1024,"[552.0, 495.0, 62.0, 60.0]",arvalis_3
15939012,1024,1024,"[346.0, 316.0, 79.0, 83.0]",arvalis_3
15939012,1024,1024,"[249.0, 128.0, 55.0, 93.0]",arvalis_3
15939012,1024,1024,"[230.0, 655.0, 77.0, 69.0]",arvalis_3
15939012,1024,1024,"[2.0, 488.0, 51.0, 64.0]",arvalis_3
15939012,1024,1024,"[890.0, 627.0, 62.0, 77.0]",arvalis_3
15939012,1024,1024,"[256.0, 823.0, 51.0, 59.0]",arvalis_3
15939012,1024,1024,"[957.0, 314.0, 67.0, 110.0]",arvalis_3
15939012,1024,1024,"[113.0, 0.0, 70.0, 92.0]",arvalis_3
15939012,1024,1024,"[40.0, 264.0, 36.0, 64.0]",arvalis_3
15939012,1024,1024,"[19.0, 177.0, 53.0, 71.0]",arvalis_3
15939012,1024,1024,"[0.0, 250.0, 36.0, 92.0]",arvalis_3
15939012,1024,1024,"[404.0, 158.0, 72.0, 136.0]",arvalis_3
15939012,1024,1024,"[340.0, 166.0, 79.0, 79.0]",arvalis_3
15939012,1024,1024,"[290.0, 3.0, 55.0, 70.0]",arvalis_3
15939012,1024,1024,"[324.0, 31.0, 51.0, 95.0]",arvalis_3
15939012,1024,1024,"[331.0, 105.0, 49.0, 110.0]",arvalis_3
15939012,1024,1024,"[394.0, 325.0, 66.0, 87.0]",arvalis_3
15939012,1024,1024,"[529.0, 273.0, 62.0, 67.0]",arvalis_3
15939012,1024,1024,"[719.0, 337.0, 59.0, 70.0]",arvalis_3
15939012,1024,1024,"[508.0, 615.0, 52.0, 52.0]",arvalis_3
15939012,1024,1024,"[449.0, 669.0, 68.0, 50.0]",arvalis_3
15939012,1024,1024,"[515.0, 632.0, 80.0, 95.0]",arvalis_3
15939012,1024,1024,"[366.0, 893.0, 87.0, 67.0]",arvalis_3
15939012,1024,1024,"[265.0, 957.0, 53.0, 64.0]",arvalis_3
15939012,1024,1024,"[777.0, 805.0, 64.0, 70.0]",arvalis_3
15939012,1024,1024,"[593.0, 455.0, 113.0, 97.0]",arvalis_3
15939012,1024,1024,"[931.0, 56.0, 80.0, 125.0]",arvalis_3
15939012,1024,1024,"[967.0, 248.0, 57.0, 79.0]",arvalis_3
15939012,1024,1024,"[857.0, 496.0, 82.0, 74.0]",arvalis_3
27086635,1024,1024,"[94.0, 384.0, 144.0, 107.0]",inrae_1
27086635,1024,1024,"[35.0, 506.0, 110.0, 116.0]",inrae_1
27086635,1024,1024,"[617.0, 741.0, 110.0, 79.0]",inrae_1
27086635,1024,1024,"[501.0, 87.0, 108.0, 130.0]",inrae_1
27086635,1024,1024,"[350.0, 89.0, 156.0, 110.0]",inrae_1
27086635,1024,1024,"[655.0, 668.0, 127.0, 86.0]",inrae_1
27086635,1024,1024,"[401.0, 842.0, 200.0, 182.0]",inrae_1
27086635,1024,1024,"[51.0, 276.0, 95.0, 120.0]",inrae_1
27086635,1024,1024,"[128.0, 660.0, 199.0, 151.0]",inrae_1
27086635,1024,1024,"[563.0, 563.0, 100.0, 97.0]",inrae_1
27086635,1024,1024,"[179.0, 908.0, 107.0, 103.0]",inrae_1
27086635,1024,1024,"[908.0, 530.0, 116.0, 94.0]",inrae_1
27086635,1024,1024,"[635.0, 897.0, 168.0, 120.0]",inrae_1
27086635,1024,1024,"[263.0, 642.0, 82.0, 92.0]",inrae_1
27086635,1024,1024,"[261.0, 637.0, 82.0, 95.0]",inrae_1
27086635,1024,1024,"[135.0, 289.0, 85.0, 95.0]",inrae_1
27086635,1024,1024,"[143.0, 308.0, 82.0, 87.0]",inrae_1
27086635,1024,1024,"[12.0, 957.0, 87.0, 64.0]",inrae_1
27086635,1024,1024,"[728.0, 943.0, 199.0, 81.0]",inrae_1
27086635,1024,1024,"[564.0, 415.0, 102.0, 82.0]",inrae_1
30314634,1024,1024,"[885.0, 688.0, 121.0, 97.0]",arvalis_2
30314634,1024,1024,"[762.0, 522.0, 77.0, 84.0]",arvalis_2
30314634,1024,1024,"[143.0, 271.0, 96.0, 108.0]",arvalis_2
30314634,1024,1024,"[919.0, 355.0, 94.0, 67.0]",arvalis_2
30314634,1024,1024,"[84.0, 788.0, 74.0, 105.0]",arvalis_2
30314634,1024,1024,"[269.0, 39.0, 72.0, 100.0]",arvalis_2
30314634,1024,1024,"[770.0, 335.0, 85.0, 102.0]",arvalis_2
30314634,1024,1024,"[637.0, 76.0, 71.0, 103.0]",arvalis_2
30314634,1024,1024,"[171.0, 658.0, 66.0, 85.0]",arvalis_2
30314634,1024,1024,"[532.0, 622.0, 90.0, 105.0]",arvalis_2
30314634,1024,1024,"[537.0, 384.0, 97.0, 161.0]",arvalis_2
30314634,1024,1024,"[669.0, 197.0, 55.0, 110.0]",arvalis_2
30314634,1024,1024,"[679.0, 831.0, 74.0, 72.0]",arvalis_2
30314634,1024,1024,"[48.0, 50.0, 59.0, 102.0]",arvalis_2
30314634,1024,1024,"[76.0, 967.0, 126.0, 57.0]",arvalis_2
30314634,1024,1024,"[42.0, 502.0, 60.0, 82.0]",arvalis_2
30314634,1024,1024,"[622.0, 714.0, 61.0, 92.0]",arvalis_2
30314634,1024,1024,"[522.0, 486.0, 64.0, 69.0]",arvalis_2
30314634,1024,1024,"[617.0, 954.0, 69.0, 69.0]",arvalis_2
30314634,1024,1024,"[686.0, 73.0, 49.0, 57.0]",arvalis_2
30314634,1024,1024,"[731.0, 2.0, 60.0, 59.0]",arvalis_2
34090252,1024,1024,"[913.0, 491.0, 111.0, 123.0]",arvalis_3
34090252,1024,1024,"[102.0, 401.0, 130.0, 144.0]",arvalis_3
34090252,1024,1024,"[688.0, 69.0, 105.0, 92.0]",arvalis_3
34090252,1024,1024,"[450.0, 0.0, 102.0, 40.0]",arvalis_3
34090252,1024,1024,"[599.0, 445.0, 99.0, 77.0]",arvalis_3
34090252,1024,1024,"[506.0, 396.0, 108.0, 87.0]",arvalis_3
34090252,1024,1024,"[791.0, 481.0, 97.0, 107.0]",arvalis_3
34090252,1024,1024,"[499.0, 496.0, 110.0, 87.0]",arvalis_3
34090252,1024,1024,"[532.0, 120.0, 131.0, 112.0]",arvalis_3
34090252,1024,1024,"[875.0, 7.0, 89.0, 85.0]",arvalis_3
34090252,1024,1024,"[901.0, 194.0, 94.0, 90.0]",arvalis_3
34090252,1024,1024,"[950.0, 757.0, 74.0, 85.0]",arvalis_3
34090252,1024,1024,"[309.0, 181.0, 121.0, 98.0]",arvalis_3
34090252,1024,1024,"[727.0, 168.0, 92.0, 90.0]",arvalis_3
34090252,1024,1024,"[289.0, 0.0, 97.0, 38.0]",arvalis_3
34090252,1024,1024,"[322.0, 48.0, 102.0, 90.0]",arvalis_3
34090252,1024,1024,"[673.0, 711.0, 100.0, 97.0]",arvalis_3
34090252,1024,1024,"[739.0, 381.0, 98.0, 90.0]",arvalis_3
34090252,1024,1024,"[755.0, 811.0, 181.0, 166.0]",arvalis_3
34090252,1024,1024,"[43.0, 760.0, 146.0, 133.0]",arvalis_3
34090252,1024,1024,"[327.0, 268.0, 187.0, 133.0]",arvalis_3
34090252,1024,1024,"[148.0, 606.0, 97.0, 98.0]",arvalis_3
34090252,1024,1024,"[364.0, 769.0, 138.0, 159.0]",arvalis_3
34090252,1024,1024,"[734.0, 570.0, 80.0, 87.0]",arvalis_3
34090252,1024,1024,"[345.0, 506.0, 82.0, 77.0]",arvalis_3
34090252,1024,1024,"[540.0, 225.0, 102.0, 84.0]",arvalis_3
34090252,1024,1024,"[40.0, 560.0, 77.0, 90.0]",arvalis_3
34090252,1024,1024,"[437.0, 931.0, 103.0, 80.0]",arvalis_3
34090252,1024,1024,"[632.0, 770.0, 102.0, 92.0]",arvalis_3
34090252,1024,1024,"[568.0, 916.0, 79.0, 69.0]",arvalis_3
34090252,1024,1024,"[312.0, 399.0, 79.0, 82.0]",arvalis_3
34090252,1024,1024,"[299.0, 860.0, 59.0, 102.0]",arvalis_3
34090252,1024,1024,"[186.0, 0.0, 75.0, 38.0]",arvalis_3
34090252,1024,1024,"[107.0, 657.0, 69.0, 82.0]",arvalis_3
34090252,1024,1024,"[2.0, 238.0, 85.0, 97.0]",arvalis_3
34090252,1024,1024,"[0.0, 0.0, 76.0, 45.0]",arvalis_3
34090252,1024,1024,"[422.0, 660.0, 64.0, 54.0]",arvalis_3
34090252,1024,1024,"[0.0, 903.0, 86.0, 121.0]",arvalis_3
34090252,1024,1024,"[144.0, 964.0, 140.0, 60.0]",arvalis_3
34090252,1024,1024,"[896.0, 363.0, 66.0, 51.0]",arvalis_3
34090252,1024,1024,"[2.0, 419.0, 85.0, 87.0]",arvalis_3
34090252,1024,1024,"[2.0, 619.0, 36.0, 100.0]",arvalis_3
34090252,1024,1024,"[458.0, 765.0, 71.0, 54.0]",arvalis_3
34090252,1024,1024,"[248.0, 890.0, 87.0, 75.0]",arvalis_3
3.84E+07,1024,1024,"[289.0, 68.0, 179.0, 85.0]",inrae_1
3.84E+07,1024,1024,"[741.0, 103.0, 121.0, 87.0]",inrae_1
3.84E+07,1024,1024,"[933.0, 0.0, 91.0, 98.0]",inrae_1
3.84E+07,1024,1024,"[671.0, 228.0, 90.0, 81.0]",inrae_1
3.84E+07,1024,1024,"[84.0, 757.0, 114.0, 103.0]",inrae_1
3.84E+07,1024,1024,"[76.0, 128.0, 87.0, 104.0]",inrae_1
3.84E+07,1024,1024,"[367.0, 0.0, 152.0, 60.0]",inrae_1
3.84E+07,1024,1024,"[271.0, 384.0, 82.0, 84.0]",inrae_1
3.84E+07,1024,1024,"[688.0, 647.0, 99.0, 186.0]",inrae_1
3.84E+07,1024,1024,"[405.0, 391.0, 89.0, 98.0]",inrae_1
3.84E+07,1024,1024,"[345.0, 552.0, 118.0, 98.0]",inrae_1
3.84E+07,1024,1024,"[808.0, 238.0, 72.0, 122.0]",inrae_1
3.84E+07,1024,1024,"[739.0, 488.0, 98.0, 159.0]",inrae_1
3.84E+07,1024,1024,"[542.0, 424.0, 91.0, 97.0]",inrae_1
3.84E+07,1024,1024,"[920.0, 324.0, 103.0, 82.0]",inrae_1
3.84E+07,1024,1024,"[768.0, 199.0, 69.0, 58.0]",inrae_1
3.84E+07,1024,1024,"[649.0, 558.0, 106.0, 89.0]",inrae_1
3.84E+07,1024,1024,"[967.0, 896.0, 57.0, 92.0]",inrae_1
3.84E+07,1024,1024,"[235.0, 803.0, 92.0, 93.0]",inrae_1
3.84E+07,1024,1024,"[898.0, 621.0, 74.0, 68.0]",inrae_1
3.84E+07,1024,1024,"[908.0, 834.0, 85.0, 102.0]",inrae_1
3.84E+07,1024,1024,"[785.0, 791.0, 205.0, 107.0]",inrae_1
3.84E+07,1024,1024,"[810.0, 723.0, 62.0, 54.0]",inrae_1
3.84E+07,1024,1024,"[716.0, 803.0, 121.0, 146.0]",inrae_1
3.84E+07,1024,1024,"[0.0, 384.0, 90.0, 77.0]",inrae_1
3.84E+07,1024,1024,"[11.0, 973.0, 92.0, 51.0]",inrae_1
59125072,1024,1024,"[401.0, 558.0, 93.0, 82.0]",arvalis_2
59125072,1024,1024,"[12.0, 186.0, 75.0, 100.0]",arvalis_2
59125072,1024,1024,"[911.0, 453.0, 107.0, 112.0]",arvalis_2
59125072,1024,1024,"[6.0, 17.0, 64.0, 79.0]",arvalis_2
59125072,1024,1024,"[773.0, 148.0, 92.0, 97.0]",arvalis_2
59125072,1024,1024,"[551.0, 952.0, 138.0, 72.0]",arvalis_2
59125072,1024,1024,"[832.0, 535.0, 89.0, 97.0]",arvalis_2
59125072,1024,1024,"[209.0, 51.0, 75.0, 189.0]",arvalis_2
59125072,1024,1024,"[263.0, 499.0, 72.0, 69.0]",arvalis_2
59125072,1024,1024,"[330.0, 99.0, 110.0, 131.0]",arvalis_2
59125072,1024,1024,"[849.0, 437.0, 62.0, 110.0]",arvalis_2
59125072,1024,1024,"[148.0, 519.0, 67.0, 95.0]",arvalis_2
59125072,1024,1024,"[826.0, 775.0, 118.0, 85.0]",arvalis_2
59125072,1024,1024,"[931.0, 670.0, 87.0, 118.0]",arvalis_2
59125072,1024,1024,"[74.0, 414.0, 66.0, 90.0]",arvalis_2
59125072,1024,1024,"[276.0, 371.0, 59.0, 94.0]",arvalis_2
59125072,1024,1024,"[140.0, 773.0, 75.0, 84.0]",arvalis_2
59125072,1024,1024,"[921.0, 327.0, 92.0, 80.0]",arvalis_2
59125072,1024,1024,"[371.0, 417.0, 87.0, 71.0]",arvalis_2
59125072,1024,1024,"[294.0, 701.0, 66.0, 74.0]",arvalis_2
59125072,1024,1024,"[204.0, 724.0, 62.0, 100.0]",arvalis_2
59125072,1024,1024,"[801.0, 291.0, 59.0, 62.0]",arvalis_2
59125072,1024,1024,"[340.0, 488.0, 90.0, 75.0]",arvalis_2
59125072,1024,1024,"[742.0, 2.0, 66.0, 49.0]",arvalis_2
59125072,1024,1024,"[898.0, 263.0, 74.0, 62.0]",arvalis_2
59125072,1024,1024,"[742.0, 535.0, 64.0, 105.0]",arvalis_2
59125072,1024,1024,"[609.0, 207.0, 84.0, 82.0]",arvalis_2
59125072,1024,1024,"[230.0, 291.0, 64.0, 108.0]",arvalis_2
59125072,1024,1024,"[130.0, 92.0, 82.0, 133.0]",arvalis_2
59125072,1024,1024,"[92.0, 279.0, 59.0, 71.0]",arvalis_2
59125072,1024,1024,"[320.0, 430.0, 56.0, 56.0]",arvalis_2
119969932,1024,1024,"[0, 651, 104, 150]",arvalis_1
119969932,1024,1024,"[118, 543, 82, 85]",arvalis_1
119969932,1024,1024,"[0, 153, 65, 83]",arvalis_1
119969932,1024,1024,"[185, 190, 78, 109]",arvalis_1
119969932,1024,1024,"[289, 57, 71, 78]",arvalis_1
119969932,1024,1024,"[521, 25, 152, 91]",arvalis_1
119969932,1024,1024,"[415, 72, 85, 73]",arvalis_1
119969932,1024,1024,"[633, 167, 79, 71]",arvalis_1
119969932,1024,1024,"[819, 206, 72, 107]",arvalis_1
119969932,1024,1024,"[535, 368, 116, 88]",arvalis_1
119969932,1024,1024,"[403, 565, 93, 90]",arvalis_1
119969932,1024,1024,"[537, 577, 105, 80]",arvalis_1
119969932,1024,1024,"[628, 393, 104, 156]",arvalis_1
119969932,1024,1024,"[748, 417, 80, 77]",arvalis_1
119969932,1024,1024,"[805, 507, 112, 91]",arvalis_1
119969932,1024,1024,"[0, 876, 39, 63]",arvalis_1
119969932,1024,1024,"[39, 854, 96, 170]",arvalis_1
119969932,1024,1024,"[230, 884, 84, 133]",arvalis_1
119969932,1024,1024,"[258, 1002, 94, 22]",arvalis_1
119969932,1024,1024,"[435, 980, 81, 44]",arvalis_1
119969932,1024,1024,"[135, 736, 87, 92]",arvalis_1
119969932,1024,1024,"[222, 659, 69, 81]",arvalis_1
119969932,1024,1024,"[415, 748, 90, 87]",arvalis_1
119969932,1024,1024,"[744, 742, 67, 86]",arvalis_1
119969932,1024,1024,"[842, 799, 89, 108]",arvalis_1
119969932,1024,1024,"[842, 933, 95, 91]",arvalis_1
119969932,1024,1024,"[555, 898, 122, 126]",arvalis_1
119969932,1024,1024,"[500, 933, 110, 91]",arvalis_1
119969932,1024,1024,"[1014, 1006, 10, 18]",arvalis_1
119969932,1024,1024,"[893, 0, 113, 57]",arvalis_1
119969932,1024,1024,"[748, 65, 85, 67]",arvalis_1
119969932,1024,1024,"[685, 6, 89, 51]",arvalis_1
119969932,1024,1024,"[171, 0, 116, 55]",arvalis_1
119969932,1024,1024,"[144, 828, 128, 138]",arvalis_1
119969932,1024,1024,"[952, 955, 47, 69]",arvalis_1
147830115,1024,1024,"[5.0, 15.0, 64.0, 73.0]",arvalis_1
147830115,1024,1024,"[50.0, 47.0, 76.0, 56.0]",arvalis_1
147830115,1024,1024,"[116.0, 18.0, 47.0, 76.0]",arvalis_1
147830115,1024,1024,"[963.0, 248.0, 59.0, 82.0]",arvalis_1
147830115,1024,1024,"[296.0, 1.0, 48.0, 77.0]",arvalis_1
147830115,1024,1024,"[61.0, 133.0, 101.0, 38.0]",arvalis_1
147830115,1024,1024,"[81.0, 158.0, 78.0, 71.0]",arvalis_1
147830115,1024,1024,"[4.0, 139.0, 110.0, 85.0]",arvalis_1
147830115,1024,1024,"[304.0, 190.0, 61.0, 45.0]",arvalis_1
147830115,1024,1024,"[232.0, 279.0, 80.0, 31.0]",arvalis_1
147830115,1024,1024,"[297.0, 82.0, 102.0, 54.0]",arvalis_1
147830115,1024,1024,"[525.0, 52.0, 101.0, 66.0]",arvalis_1
147830115,1024,1024,"[580.0, 114.0, 60.0, 31.0]",arvalis_1
147830115,1024,1024,"[512.0, 197.0, 61.0, 24.0]",arvalis_1
147830115,1024,1024,"[564.0, 231.0, 74.0, 42.0]",arvalis_1
147830115,1024,1024,"[440.0, 239.0, 104.0, 49.0]",arvalis_1
147830115,1024,1024,"[801.0, 76.0, 83.0, 64.0]",arvalis_1
147830115,1024,1024,"[775.0, 0.0, 76.0, 60.0]",arvalis_1
147830115,1024,1024,"[904.0, 0.0, 45.0, 65.0]",arvalis_1
147830115,1024,1024,"[941.0, 55.0, 53.0, 82.0]",arvalis_1
147830115,1024,1024,"[924.0, 86.0, 73.0, 39.0]",arvalis_1
147830115,1024,1024,"[913.0, 171.0, 50.0, 37.0]",arvalis_1
147830115,1024,1024,"[787.0, 267.0, 52.0, 46.0]",arvalis_1
147830115,1024,1024,"[837.0, 395.0, 47.0, 39.0]",arvalis_1
147830115,1024,1024,"[493.0, 535.0, 63.0, 67.0]",arvalis_1
147830115,1024,1024,"[333.0, 538.0, 96.0, 56.0]",arvalis_1
147830115,1024,1024,"[370.0, 602.0, 59.0, 53.0]",arvalis_1
147830115,1024,1024,"[246.0, 636.0, 90.0, 43.0]",arvalis_1
147830115,1024,1024,"[225.0, 662.0, 117.0, 40.0]",arvalis_1
147830115,1024,1024,"[0.0, 573.0, 55.0, 42.0]",arvalis_1
147830115,1024,1024,"[2.0, 594.0, 59.0, 65.0]",arvalis_1
147830115,1024,1024,"[67.0, 738.0, 70.0, 19.0]",arvalis_1
147830115,1024,1024,"[65.0, 821.0, 116.0, 52.0]",arvalis_1
147830115,1024,1024,"[233.0, 772.0, 64.0, 28.0]",arvalis_1
147830115,1024,1024,"[310.0, 773.0, 81.0, 66.0]",arvalis_1
147830115,1024,1024,"[476.0, 662.0, 86.0, 34.0]",arvalis_1
147830115,1024,1024,"[482.0, 716.0, 81.0, 27.0]",arvalis_1
147830115,1024,1024,"[510.0, 751.0, 84.0, 27.0]",arvalis_1
147830115,1024,1024,"[465.0, 778.0, 105.0, 45.0]",arvalis_1
147830115,1024,1024,"[588.0, 771.0, 105.0, 48.0]",arvalis_1
147830115,1024,1024,"[634.0, 648.0, 72.0, 42.0]",arvalis_1
147830115,1024,1024,"[743.0, 637.0, 68.0, 56.0]",arvalis_1
147830115,1024,1024,"[878.0, 556.0, 49.0, 65.0]",arvalis_1
147830115,1024,1024,"[903.0, 606.0, 57.0, 84.0]",arvalis_1
147830115,1024,1024,"[871.0, 653.0, 56.0, 37.0]",arvalis_1
147830115,1024,1024,"[903.0, 705.0, 88.0, 46.0]",arvalis_1
147830115,1024,1024,"[989.0, 680.0, 35.0, 43.0]",arvalis_1
147830115,1024,1024,"[777.0, 733.0, 37.0, 39.0]",arvalis_1
147830115,1024,1024,"[811.0, 759.0, 39.0, 50.0]",arvalis_1
147830115,1024,1024,"[900.0, 867.0, 63.0, 45.0]",arvalis_1
147830115,1024,1024,"[926.0, 919.0, 82.0, 46.0]",arvalis_1
147830115,1024,1024,"[907.0, 97.0, 67.0, 49.0]",arvalis_1
147830115,1024,1024,"[18.0, 288.0, 93.0, 46.0]",arvalis_1
156282051,1024,1024,"[176.0, 704.0, 113.0, 130.0]",inrae_1
156282051,1024,1024,"[336.0, 0.0, 119.0, 123.0]",inrae_1
156282051,1024,1024,"[913.0, 424.0, 111.0, 195.0]",inrae_1
156282051,1024,1024,"[330.0, 250.0, 281.0, 257.0]",inrae_1
156282051,1024,1024,"[842.0, 629.0, 120.0, 167.0]",inrae_1
156282051,1024,1024,"[432.0, 547.0, 177.0, 151.0]",inrae_1
156282051,1024,1024,"[969.0, 632.0, 54.0, 141.0]",inrae_1
156282051,1024,1024,"[576.0, 222.0, 294.0, 156.0]",inrae_1
156282051,1024,1024,"[331.0, 949.0, 271.0, 74.0]",inrae_1
156282051,1024,1024,"[53.0, 577.0, 86.0, 111.0]",inrae_1
156282051,1024,1024,"[735.0, 171.0, 145.0, 342.0]",inrae_1
156282051,1024,1024,"[0.0, 56.0, 60.0, 92.0]",inrae_1
156282051,1024,1024,"[2.0, 714.0, 82.0, 217.0]",inrae_1
211487419,1024,1024,"[263.0, 4.0, 68.0, 79.0]",ethz_1
211487419,1024,1024,"[610.0, 551.0, 64.0, 85.0]",ethz_1
211487419,1024,1024,"[591.0, 199.0, 64.0, 78.0]",ethz_1
211487419,1024,1024,"[128.0, 832.0, 57.0, 81.0]",ethz_1
211487419,1024,1024,"[385.0, 152.0, 60.0, 99.0]",ethz_1
211487419,1024,1024,"[734.0, 387.0, 53.0, 89.0]",ethz_1
211487419,1024,1024,"[782.0, 170.0, 63.0, 77.0]",ethz_1
211487419,1024,1024,"[72.0, 841.0, 78.0, 68.0]",ethz_1
211487419,1024,1024,"[648.0, 507.0, 100.0, 51.0]",ethz_1
211487419,1024,1024,"[43.0, 43.0, 81.0, 81.0]",ethz_1
211487419,1024,1024,"[570.0, 364.0, 83.0, 74.0]",ethz_1
211487419,1024,1024,"[229.0, 339.0, 140.0, 74.0]",ethz_1
211487419,1024,1024,"[423.0, 587.0, 65.0, 66.0]",ethz_1
211487419,1024,1024,"[656.0, 61.0, 29.0, 109.0]",ethz_1
211487419,1024,1024,"[346.0, 1.0, 60.0, 59.0]",ethz_1
211487419,1024,1024,"[271.0, 920.0, 90.0, 41.0]",ethz_1
211487419,1024,1024,"[322.0, 258.0, 68.0, 50.0]",ethz_1
211487419,1024,1024,"[605.0, 290.0, 98.0, 78.0]",ethz_1
211487419,1024,1024,"[0.0, 693.0, 16.0, 34.0]",ethz_1
211487419,1024,1024,"[944.0, 544.0, 62.0, 62.0]",ethz_1
211487419,1024,1024,"[299.0, 617.0, 60.0, 31.0]",ethz_1
211487419,1024,1024,"[510.0, 27.0, 52.0, 60.0]",ethz_1
211487419,1024,1024,"[611.0, 81.0, 56.0, 85.0]",ethz_1
211487419,1024,1024,"[801.0, 890.0, 57.0, 68.0]",ethz_1
211487419,1024,1024,"[886.0, 0.0, 45.0, 47.0]",ethz_1
211487419,1024,1024,"[413.0, 697.0, 70.0, 43.0]",ethz_1
211487419,1024,1024,"[350.0, 993.0, 55.0, 29.0]",ethz_1
211487419,1024,1024,"[368.0, 879.0, 75.0, 30.0]",ethz_1
211487419,1024,1024,"[323.0, 274.0, 75.0, 67.0]",ethz_1
211487419,1024,1024,"[755.0, 988.0, 76.0, 26.0]",ethz_1
211487419,1024,1024,"[630.0, 15.0, 58.0, 62.0]",ethz_1
211487419,1024,1024,"[800.0, 304.0, 28.0, 61.0]",ethz_1
211487419,1024,1024,"[348.0, 898.0, 64.0, 44.0]",ethz_1
211487419,1024,1024,"[507.0, 312.0, 54.0, 47.0]",ethz_1
211487419,1024,1024,"[337.0, 755.0, 49.0, 36.0]",ethz_1
211487419,1024,1024,"[80.0, 568.0, 54.0, 46.0]",ethz_1
211487419,1024,1024,"[208.0, 544.0, 30.0, 58.0]",ethz_1
211487419,1024,1024,"[915.0, 578.0, 30.0, 60.0]",ethz_1
211487419,1024,1024,"[38.0, 121.0, 50.0, 46.0]",ethz_1
211487419,1024,1024,"[947.0, 961.0, 69.0, 35.0]",ethz_1
211487419,1024,1024,"[102.0, 338.0, 62.0, 37.0]",ethz_1
211487419,1024,1024,"[679.0, 716.0, 71.0, 39.0]",ethz_1
211487419,1024,1024,"[695.0, 740.0, 106.0, 52.0]",ethz_1
211487419,1024,1024,"[891.0, 580.0, 37.0, 85.0]",ethz_1
211487419,1024,1024,"[159.0, 489.0, 75.0, 73.0]",ethz_1
211487419,1024,1024,"[186.0, 483.0, 88.0, 59.0]",ethz_1
211487419,1024,1024,"[0.0, 537.0, 94.0, 40.0]",ethz_1
211487419,1024,1024,"[581.0, 988.0, 52.0, 36.0]",ethz_1
211487419,1024,1024,"[81.0, 979.0, 97.0, 34.0]",ethz_1
